OrderId,OrderDate,ShipMode,Segment,Country,City,State,PostalCode,Region,Category,SubCategory,ProductId,CostPrice,ListPrice,Quantity,DiscountPercent,Revenue,DiscountAmount,SellingPrice,CostTotal,Profit
28,2023-12-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,FUR-BO-10004834,2740.0,3080.0,7,3.0,21560.0,646.8,20913.2,19180.0,1733.2
29,2022-08-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10000474,10.0,10.0,2,5.0,20.0,1.0,19.0,20.0,-1.0
30,2022-08-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10004848,100.0,120.0,3,4.0,360.0,14.4,345.6,300.0,45.6
31,2022-11-20,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,OFF-EN-10001509,0.0,0.0,2,5.0,0.0,0.0,0.0,0.0,0.0
32,2023-01-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,OFF-AR-10004042,70.0,90.0,6,4.0,540.0,21.6,518.4,420.0,98.4
33,2023-01-30,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10001525,10.0,10.0,6,5.0,60.0,3.0,57.0,60.0,-3.0
34,2022-06-03,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,OFF-AR-10001683,20.0,20.0,2,4.0,40.0,1.6,38.4,40.0,-1.6
35,2022-09-28,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000249,30.0,30.0,3,3.0,90.0,2.7,87.3,90.0,-2.7
36,2022-10-30,First Class,Corporate,United States,Richardson,Texas,75080,Central,Technology,Phones,TEC-PH-10004977,1020.0,1100.0,7,5.0,7700.0,385.0,7315.0,7140.0,175.0
37,2023-07-27,First Class,Corporate,United States,Richardson,Texas,75080,Central,Furniture,Furnishings,FUR-FU-10003664,180.0,190.0,5,4.0,950.0,38.0,912.0,900.0,12.0
38,2023-03-07,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,OFF-EN-10002986,90.0,110.0,9,2.0,990.0,19.8,970.2,810.0,160.2
39,2023-08-18,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,FUR-BO-10002545,460.0,530.0,3,2.0,1590.0,31.8,1558.2,1380.0,178.2
40,2022-01-20,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Chairs,FUR-CH-10004218,200.0,210.0,3,2.0,630.0,12.6,617.4,600.0,17.4
41,2023-06-29,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10000486,350.0,370.0,4,5.0,1480.0,74.0,1406.0,1400.0,6.0
42,2022-06-28,Standard Class,Corporate,United States,Naperville,Illinois,60540,Central,Technology,Phones,TEC-PH-10004093,140.0,150.0,4,3.0,600.0,18.0,582.0,560.0,22.0
43,2023-02-09,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10003479,70.0,80.0,2,5.0,160.0,8.0,152.0,140.0,12.0
44,2023-09-18,Standard Class,Corporate,United States,Melbourne,Florida,32935,South,Office Supplies,Storage,OFF-ST-10003282,90.0,100.0,2,4.0,200.0,8.0,192.0,180.0,12.0
45,2022-11-11,First Class,Corporate,United States,Eagan,Minnesota,55122,Central,Technology,Accessories,TEC-AC-10000171,40.0,50.0,2,2.0,100.0,2.0,98.0,80.0,18.0
46,2022-05-27,First Class,Corporate,United States,Eagan,Minnesota,55122,Central,Office Supplies,Binders,OFF-BI-10003291,20.0,20.0,2,5.0,40.0,2.0,38.0,40.0,-2.0
47,2023-02-03,Second Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,OFF-ST-10001713,180.0,210.0,4,4.0,840.0,33.6,806.4,720.0,86.4
48,2022-02-16,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Accessories,TEC-AC-10002167,50.0,50.0,3,5.0,150.0,7.5,142.5,150.0,-7.5
49,2022-05-06,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Phones,TEC-PH-10003988,20.0,20.0,2,4.0,40.0,1.6,38.4,40.0,-1.6
50,2023-06-18,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Office Supplies,Binders,OFF-BI-10004410,30.0,40.0,6,4.0,240.0,9.6,230.4,180.0,50.4
51,2022-01-11,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Office Supplies,Labels,OFF-LA-10002762,70.0,80.0,6,4.0,480.0,19.2,460.8,420.0,40.8
52,2023-09-09,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Furniture,Furnishings,FUR-FU-10001706,10.0,10.0,2,4.0,20.0,0.8,19.2,20.0,-0.800000000000001
53,2022-01-31,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Furniture,Chairs,FUR-CH-10003061,70.0,90.0,1,5.0,90.0,4.5,85.5,70.0,15.5
54,2023-07-30,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,OFF-FA-10000304,20.0,20.0,7,3.0,140.0,4.2,135.8,140.0,-4.19999999999999
55,2023-10-17,Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10002447,850.0,1030.0,5,4.0,5150.0,206.0,4944.0,4250.0,694.0
56,2023-07-06,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Storage,OFF-ST-10000604,200.0,210.0,6,5.0,1260.0,63.0,1197.0,1200.0,-3.0
57,2023-09-15,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Paper,OFF-PA-10001569,30.0,30.0,5,5.0,150.0,7.5,142.5,150.0,-7.5
58,2022-08-09,First Class,Consumer,United States,Troy,New York,12180,East,Furniture,Chairs,FUR-CH-10003968,290.0,320.0,5,2.0,1600.0,32.0,1568.0,1450.0,118.0
59,2022-04-05,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Paper,OFF-PA-10000587,10.0,10.0,2,4.0,20.0,0.8,19.2,20.0,-0.800000000000001
60,2023-06-24,First Class,Consumer,United States,Troy,New York,12180,East,Technology,Accessories,TEC-AC-10002167,20.0,30.0,2,5.0,60.0,3.0,57.0,40.0,17.0
61,2022-03-10,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Binders,OFF-BI-10001460,40.0,50.0,4,2.0,200.0,4.0,196.0,160.0,36.0
62,2023-04-08,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,OFF-AR-10001868,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0
63,2023-10-16,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,TEC-AC-10004633,10.0,10.0,2,3.0,20.0,0.6,19.4,20.0,-0.600000000000001
64,2023-08-02,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10001078,20.0,30.0,6,2.0,180.0,3.6,176.4,120.0,56.4
65,2022-11-05,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10003892,130.0,150.0,3,5.0,450.0,22.5,427.5,390.0,37.5
66,2022-05-06,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10000397,70.0,80.0,4,2.0,320.0,6.4,313.6,280.0,33.6
67,2022-03-26,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,FUR-CH-10001146,180.0,210.0,5,5.0,1050.0,52.5,997.5,900.0,97.5
68,2022-04-10,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Office Supplies,Art,OFF-AR-10002671,940.0,1110.0,8,3.0,8880.0,266.4,8613.6,7520.0,1093.6
69,2022-08-12,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Technology,Phones,TEC-PH-10002726,160.0,170.0,4,3.0,680.0,20.4,659.6,640.0,19.6
70,2022-02-25,First Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,OFF-PA-10000482,70.0,80.0,2,2.0,160.0,3.2,156.8,140.0,16.8
71,2022-11-29,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004654,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0
72,2022-12-18,Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,OFF-PA-10004675,20.0,20.0,3,3.0,60.0,1.8,58.2,60.0,-1.8
73,2023-03-07,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Chairs,FUR-CH-10000513,790.0,830.0,8,2.0,6640.0,132.8,6507.2,6320.0,187.2
74,2023-07-12,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,FUR-FU-10003708,90.0,100.0,2,3.0,200.0,6.0,194.0,180.0,14.0
75,2022-10-21,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,OFF-ST-10004123,60.0,70.0,1,2.0,70.0,1.4,68.6,60.0,8.59999999999999
76,2023-04-17,First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004182,0.0,0.0,3,4.0,0.0,0.0,0.0,0.0,0.0
77,2023-05-20,First Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,FUR-FU-10000260,10.0,10.0,3,4.0,30.0,1.2,28.8,30.0,-1.2
78,2023-05-13,First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10000615,20.0,30.0,3,2.0,90.0,1.8,88.2,60.0,28.2
79,2022-10-20,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10003194,20.0,20.0,5,2.0,100.0,2.0,98.0,100.0,-2.0
80,2023-10-22,First Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Appliances,OFF-AP-10002118,190.0,210.0,1,3.0,210.0,6.3,203.7,190.0,13.7
81,2022-07-20,First Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Binders,OFF-BI-10002309,20.0,20.0,3,2.0,60.0,1.2,58.8,60.0,-1.2
82,2022-11-16,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10002053,10.0,10.0,5,5.0,50.0,2.5,47.5,50.0,-2.5
83,2022-11-10,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10002370,20.0,20.0,1,4.0,20.0,0.8,19.2,20.0,-0.800000000000001
84,2022-03-15,Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Envelopes,OFF-EN-10000927,180.0,200.0,7,3.0,1400.0,42.0,1358.0,1260.0,98.0
85,2023-10-03,First Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10003656,210.0,230.0,3,2.0,690.0,13.8,676.2,630.0,46.2
86,2022-03-20,Second Class,Consumer,United States,Columbia,South Carolina,29203,South,Furniture,Chairs,FUR-CH-10000863,260.0,300.0,2,5.0,600.0,30.0,570.0,520.0,50.0
87,2023-12-04,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,TEC-AC-10001998,20.0,20.0,1,5.0,20.0,1.0,19.0,20.0,-1.0
88,2023-11-24,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Labels,OFF-LA-10000134,10.0,10.0,2,5.0,20.0,1.0,19.0,20.0,-1.0
89,2023-12-30,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Storage,OFF-ST-10003442,140.0,160.0,7,5.0,1120.0,56.0,1064.0,980.0,84.0
90,2022-05-23,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Art,OFF-AR-10004930,20.0,20.0,3,2.0,60.0,1.2,58.8,60.0,-1.2
91,2023-04-06,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Phones,TEC-PH-10004093,60.0,70.0,2,2.0,140.0,2.8,137.2,120.0,17.2
92,2022-03-23,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10000304,10.0,10.0,1,2.0,10.0,0.2,9.8,10.0,-0.199999999999999
93,2023-04-07,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,OFF-PA-10003177,10.0,10.0,2,2.0,20.0,0.4,19.6,20.0,-0.399999999999999
94,2022-05-13,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,FUR-FU-10003799,50.0,50.0,3,5.0,150.0,7.5,142.5,150.0,-7.5
95,2022-04-23,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,OFF-BI-10002852,20.0,30.0,2,3.0,60.0,1.8,58.2,40.0,18.2
96,2023-12-17,Standard Class,Home Office,United States,Portland,Oregon,97206,West,Office Supplies,Binders,OFF-BI-10004738,10.0,10.0,1,2.0,10.0,0.2,9.8,10.0,-0.199999999999999
97,2022-04-28,Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10000629,80.0,100.0,7,5.0,700.0,35.0,665.0,560.0,105.0
98,2023-06-14,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10001721,40.0,50.0,3,4.0,150.0,6.0,144.0,120.0,24.0
99,2023-02-05,Standard Class,Corporate,United States,Saint Paul,Minnesota,55106,Central,Office Supplies,Appliances,OFF-AP-10000358,70.0,80.0,6,3.0,480.0,14.4,465.6,420.0,45.6
100,2023-12-30,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10003256,60.0,60.0,7,3.0,420.0,12.6,407.4,420.0,-12.6
101,2022-02-24,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10001767,80.0,100.0,3,5.0,300.0,15.0,285.0,240.0,45.0
102,2022-07-25,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10002609,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0
103,2022-01-14,Second Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,OFF-PA-10004040,20.0,20.0,4,4.0,80.0,3.2,76.8,80.0,-3.2
104,2022-12-22,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10001552,220.0,240.0,6,3.0,1440.0,43.2,1396.8,1320.0,76.8
105,2022-06-09,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10004006,90.0,100.0,3,5.0,300.0,15.0,285.0,270.0,15.0
106,2023-10-28,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,OFF-BI-10002794,30.0,40.0,3,5.0,120.0,6.0,114.0,90.0,24.0
107,2022-10-18,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,TEC-AC-10003499,60.0,70.0,8,5.0,560.0,28.0,532.0,480.0,52.0
108,2022-11-23,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,TEC-PH-10002844,30.0,30.0,1,3.0,30.0,0.9,29.1,30.0,-0.899999999999999
109,2023-10-12,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,OFF-AR-10000390,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0
110,2023-03-17,Standard Class,Home Office,United States,Orland Park,Illinois,60462,Central,Technology,Accessories,TEC-AC-10000844,290.0,340.0,5,2.0,1700.0,34.0,1666.0,1450.0,216.0
111,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10001934,30.0,40.0,2,2.0,80.0,1.6,78.4,60.0,18.4
112,2022-01-28,Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Art,OFF-AR-10000380,70.0,80.0,2,3.0,160.0,4.8,155.2,140.0,15.2
113,2022-12-26,Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Binders,OFF-BI-10003981,30.0,30.0,6,3.0,180.0,5.4,174.6,180.0,-5.40000000000001
114,2023-06-06,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,OFF-FA-10000621,40.0,40.0,14,2.0,560.0,11.2,548.8,560.0,-11.2
115,2023-11-08,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,OFF-EN-10002600,0.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0
116,2022-11-15,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10004965,20.0,20.0,3,4.0,60.0,2.4,57.6,60.0,-2.4
117,2022-06-30,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,OFF-EN-10002504,120.0,130.0,6,5.0,780.0,39.0,741.0,720.0,21.0
118,2023-10-27,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,FUR-TA-10001768,720.0,790.0,3,4.0,2370.0,94.8,2275.2,2160.0,115.2
119,2023-07-19,N/A,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,OFF-BI-10003650,140.0,160.0,1,5.0,160.0,8.0,152.0,140.0,12.0
120,2023-03-30,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Furnishings,FUR-FU-10002157,50.0,50.0,3,3.0,150.0,4.5,145.5,150.0,-4.5
121,2022-03-03,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,OFF-BI-10003910,20.0,30.0,4,2.0,120.0,2.4,117.6,80.0,37.6
122,2022-10-20,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,OFF-ST-10000777,190.0,230.0,6,2.0,1380.0,27.6,1352.4,1140.0,212.4
123,2023-01-23,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,OFF-EN-10002500,110.0,120.0,9,4.0,1080.0,43.2,1036.8,990.0,46.8
124,2023-01-21,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,TEC-PH-10003875,60.0,70.0,7,2.0,490.0,9.8,480.2,420.0,60.2
125,2023-07-18,Second Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Chairs,FUR-CH-10004063,550.0,600.0,3,3.0,1800.0,54.0,1746.0,1650.0,96.0
126,2023-07-15,Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Furniture,Tables,FUR-TA-10004534,540.0,620.0,6,4.0,3720.0,148.8,3571.2,3240.0,331.2
127,2022-07-14,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10003274,0.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0
128,2023-03-30,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,OFF-ST-10002974,200.0,240.0,7,4.0,1680.0,67.2,1612.8,1400.0,212.8
129,2023-09-18,Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10001146,70.0,80.0,2,2.0,160.0,3.2,156.8,140.0,16.8
130,2022-01-03,Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10003773,220.0,240.0,3,4.0,720.0,28.8,691.2,660.0,31.2
131,2022-07-17,First Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10002293,50.0,60.0,5,3.0,300.0,9.0,291.0,250.0,41.0
132,2022-03-30,First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10002377,80.0,80.0,2,4.0,160.0,6.4,153.6,160.0,-6.40000000000001
133,2022-05-01,First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,OFF-FA-10002780,20.0,20.0,9,5.0,180.0,9.0,171.0,180.0,-9.0
134,2023-04-29,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,OFF-PA-10001804,20.0,20.0,3,4.0,60.0,2.4,57.6,60.0,-2.4
135,2022-10-28,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,OFF-PA-10001736,30.0,40.0,1,5.0,40.0,2.0,38.0,30.0,8.0
136,2022-03-05,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,OFF-AR-10001149,10.0,10.0,4,5.0,40.0,2.0,38.0,40.0,-2.0
137,2022-03-28,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Fasteners,OFF-FA-10002988,0.0,0.0,2,5.0,0.0,0.0,0.0,0.0,0.0
138,2023-10-16,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Binders,OFF-BI-10004781,70.0,80.0,3,2.0,240.0,4.8,235.2,210.0,25.2
139,2022-05-15,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Supplies,OFF-SU-10001218,60.0,70.0,6,5.0,420.0,21.0,399.0,360.0,39.0
140,2023-06-06,Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,FUR-FU-10001706,40.0,40.0,14,2.0,560.0,11.2,548.8,560.0,-11.2
141,2022-06-10,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10004848,60.0,80.0,2,2.0,160.0,3.2,156.8,120.0,36.8
142,2022-07-22,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10000940,10.0,10.0,3,3.0,30.0,0.9,29.1,30.0,-0.899999999999999
143,2023-12-27,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Envelopes,OFF-EN-10004030,10.0,10.0,3,2.0,30.0,0.6,29.4,30.0,-0.600000000000001
144,2023-11-29,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10004327,130.0,140.0,3,5.0,420.0,21.0,399.0,390.0,9.0
145,2022-03-19,Standard Class,Consumer,United States,Independence,Missouri,64055,Central,Office Supplies,Appliances,OFF-AP-10001058,780.0,840.0,3,2.0,2520.0,50.4,2469.6,2340.0,129.6
